Archivo,Fecha,Etiqueta_binaria,Etiqueta_multiple
f1p2img0558,2025-05-12,saludable,saludable
f1p2img0559,2025-05-12,enfermo,roya_nivel_2
f1p2img0560,2025-05-12,saludable,saludable
f1p2img0561,2025-05-12,saludable,saludable
f1p2img0562,2025-05-12,saludable,saludable
f1p2img0563,2025-05-12,saludable,saludable
f1p2img0564,2025-05-12,saludable,saludable
f1p2img0565,2025-05-12,enfermo,roya_nivel_1
f1p2img0566,2025-05-12,enfermo,roya_nivel_2
f1p2img0567,2025-05-12,saludable,saludable
f1p2img0568,2025-05-12,enfermo,roya_nivel_3
f1p2img0569,2025-05-12,saludable,saludable
f1p2img0570,2025-05-12,enfermo,roya_nivel_3
f1p2img0571,2025-05-12,saludable,saludable
f1p2img0572,2025-05-12,enfermo,roya_nivel_1
f1p2img0573,2025-05-12,saludable,saludable
f1p2img0574,2025-05-12,enfermo,roya_nivel_1
f1p2img0575,2025-05-12,enfermo,roya_nivel_1
f1p2img0576,2025-05-12,saludable,saludable
f1p2img0577,2025-05-12,enfermo,roya_nivel_1
f1p2img0578,2025-05-12,saludable,saludable
f1p2img0579,2025-05-12,enfermo,roya_nivel_2
f1p2img0580,2025-05-12,saludable,saludable
f1p2img0581,2025-05-12,enfermo,roya_nivel_2
f1p2img0582,2025-05-12,enfermo,roya_nivel_2
f1p2img0583,2025-05-12,saludable,saludable
f1p2img0584,2025-05-12,saludable,saludable
f1p2img0585,2025-05-12,saludable,saludable
f1p2img0586,2025-05-12,enfermo,roya_nivel_2
f1p2img0587,2025-05-12,enfermo,roya_nivel_2
f1p2img0588,2025-05-12,enfermo,roya_nivel_1
f1p2img0589,2025-05-12,saludable,saludable
f1p2img0590,2025-05-12,enfermo,roya_nivel_1
f1p2img0591,2025-05-12,enfermo,roya_nivel_2
f1p2img0592,2025-05-12,saludable,saludable
f1p2img0593,2025-05-12,enfermo,roya_nivel_2
f1p2img0594,2025-05-12,saludable,saludable
f1p2img0595,2025-05-12,saludable,saludable
f1p2img0596,2025-05-12,saludable,saludable
f1p2img0597,2025-05-12,saludable,saludable
f1p2img0598,2025-05-12,saludable,saludable
f1p2img0599,2025-05-13,enfermo,roya_nivel_1
f1p2img0600,2025-05-13,enfermo,roya_nivel_2
f1p2img0601,2025-05-13,saludable,saludable
f1p2img0602,2025-05-13,enfermo,roya_nivel_3
f1p2img0603,2025-05-13,saludable,saludable
f1p2img0604,2025-05-13,enfermo,roya_nivel_3
f1p2img0605,2025-05-13,saludable,saludable
f1p2img0606,2025-05-13,enfermo,roya_nivel_1
f1p2img0607,2025-05-13,saludable,saludable
f1p2img0608,2025-05-13,enfermo,roya_nivel_1
f1p2img0609,2025-05-13,enfermo,roya_nivel_1
f1p2img0610,2025-05-13,saludable,saludable
f1p2img0611,2025-05-13,enfermo,roya_nivel_1
f1p2img0612,2025-05-13,saludable,saludable
f1p2img0613,2025-05-13,enfermo,roya_nivel_2
f1p2img0614,2025-05-13,saludable,saludable
f1p2img0615,2025-05-13,enfermo,roya_nivel_2
f1p2img0616,2025-05-13,enfermo,roya_nivel_2
f1p2img0617,2025-05-13,saludable,saludable
f1p2img0618,2025-05-13,enfermo,roya_nivel_2
f1p2img0619,2025-05-13,saludable,saludable
f1p2img0620,2025-05-13,saludable,saludable
f1p2img0621,2025-05-13,saludable,saludable
f1p2img0622,2025-05-13,saludable,saludable
f1p2img0623,2025-05-13,enfermo,roya_nivel_2
f1p2img0624,2025-05-13,saludable,saludable
f1p2img0625,2025-05-13,saludable,saludable
f1p2img0626,2025-05-13,saludable,saludable
f1p2img0627,2025-05-13,saludable,saludable
f1p2img0628,2025-05-13,saludable,saludable
f1p2img0629,2025-05-13,saludable,saludable
f1p2img0630,2025-05-13,saludable,saludable
f1p2img0631,2025-05-13,saludable,saludable
f1p2img0632,2025-05-13,enfermo,roya_nivel_2
f1p2img0633,2025-05-13,saludable,saludable
f1p2img0634,2025-05-13,enfermo,roya_nivel_2
f1p2img0635,2025-05-13,saludable,saludable
f1p2img0636,2025-05-13,saludable,saludable
f1p2img0637,2025-05-13,saludable,saludable
f1p2img0638,2025-05-13,enfermo,roya_nivel_1
f1p2img0639,2025-05-13,enfermo,roya_nivel_1
f1p2img0640,2025-05-14,saludable,saludable
f1p2img0641,2025-05-14,saludable,saludable
f1p2img0642,2025-05-14,saludable,saludable
f1p2img0643,2025-05-14,saludable,saludable
f1p2img0644,2025-05-14,enfermo,roya_nivel_2
f1p2img0645,2025-05-14,enfermo,roya_nivel_2
f1p2img0646,2025-05-14,enfermo,roya_nivel_1
f1p2img0647,2025-05-14,saludable,saludable
f1p2img0648,2025-05-14,enfermo,roya_nivel_1
f1p2img0649,2025-05-14,enfermo,roya_nivel_2
f1p2img0650,2025-05-14,saludable,saludable
f1p2img0651,2025-05-14,enfermo,roya_nivel_2
f1p2img0652,2025-05-14,saludable,saludable
f1p2img0653,2025-05-14,saludable,saludable
f1p2img0654,2025-05-14,saludable,saludable
f1p2img0655,2025-05-14,saludable,saludable
f1p2img0656,2025-05-14,saludable,saludable
f1p2img0657,2025-05-14,enfermo,roya_nivel_1
f1p2img0658,2025-05-14,enfermo,roya_nivel_2
f1p2img0659,2025-05-14,saludable,saludable
f1p2img0660,2025-05-14,enfermo,roya_nivel_3
f1p2img0661,2025-05-14,saludable,saludable
f1p2img0662,2025-05-14,enfermo,roya_nivel_3
f1p2img0663,2025-05-14,saludable,saludable
f1p2img0664,2025-05-14,enfermo,roya_nivel_1
f1p2img0665,2025-05-14,saludable,saludable
f1p2img0666,2025-05-14,enfermo,roya_nivel_1
f1p2img0667,2025-05-14,enfermo,roya_nivel_1
f1p2img0668,2025-05-14,saludable,saludable
f1p2img0669,2025-05-14,enfermo,roya_nivel_1
f1p2img0670,2025-05-14,saludable,saludable
f1p2img0671,2025-05-14,enfermo,roya_nivel_2
f1p2img0672,2025-05-14,saludable,saludable
f1p2img0673,2025-05-14,enfermo,roya_nivel_2
f1p2img0674,2025-05-14,enfermo,roya_nivel_2
f1p2img0675,2025-05-14,saludable,saludable
f1p2img0676,2025-05-14,saludable,saludable
f1p2img0677,2025-05-14,saludable,saludable
f1p2img0678,2025-05-14,enfermo,roya_nivel_2
f1p2img0679,2025-05-14,enfermo,roya_nivel_2
f1p2img0680,2025-05-14,enfermo,roya_nivel_1
f1p2img0681,2025-05-14,saludable,saludable
f1p2img0682,2025-05-14,enfermo,roya_nivel_1
f1p2img0683,2025-05-14,enfermo,roya_nivel_2
f1p2img0684,2025-05-14,saludable,saludable
f1p2img0685,2025-05-14,enfermo,roya_nivel_2
f1p2img0686,2025-05-14,saludable,saludable
f1p2img0687,2025-05-14,saludable,saludable
f1p2img0688,2025-05-14,saludable,saludable
f1p2img0689,2025-05-15,saludable,saludable
f1p2img0690,2025-05-15,saludable,saludable
f1p2img0691,2025-05-15,enfermo,roya_nivel_1
f1p2img0692,2025-05-15,enfermo,roya_nivel_2
f1p2img0693,2025-05-15,saludable,saludable
f1p2img0694,2025-05-15,enfermo,roya_nivel_3
f1p2img0695,2025-05-15,saludable,saludable
f1p2img0696,2025-05-15,enfermo,roya_nivel_3
f1p2img0697,2025-05-15,saludable,saludable
f1p2img0698,2025-05-15,enfermo,roya_nivel_1
f1p2img0699,2025-05-15,saludable,saludable
f1p2img0700,2025-05-15,enfermo,roya_nivel_1
f1p2img0701,2025-05-15,enfermo,roya_nivel_1
f1p2img0702,2025-05-15,saludable,saludable
f1p2img0703,2025-05-15,enfermo,roya_nivel_1
f1p2img0704,2025-05-15,saludable,saludable
f1p2img0705,2025-05-15,enfermo,roya_nivel_2
f1p2img0706,2025-05-15,saludable,saludable
f1p2img0707,2025-05-15,enfermo,roya_nivel_2
f1p2img0708,2025-05-15,enfermo,roya_nivel_2
f1p2img0709,2025-05-15,saludable,saludable
f1p2img0710,2025-05-15,enfermo,roya_nivel_2
f1p2img0711,2025-05-15,saludable,saludable
f1p2img0712,2025-05-15,saludable,saludable
f1p2img0713,2025-05-15,saludable,saludable
f1p2img0714,2025-05-15,saludable,saludable
f1p2img0715,2025-05-15,enfermo,roya_nivel_2
f1p2img0716,2025-05-15,saludable,saludable
f1p2img0717,2025-05-15,saludable,saludable
f1p2img0718,2025-05-15,saludable,saludable
f1p2img0719,2025-05-15,saludable,saludable
f1p2img0720,2025-05-15,saludable,saludable
f1p2img0721,2025-05-15,saludable,saludable
f1p2img0722,2025-05-15,saludable,saludable
f1p2img0723,2025-05-15,saludable,saludable
f1p2img0724,2025-05-15,enfermo,roya_nivel_2
f1p2img0725,2025-05-15,saludable,saludable
f1p2img0726,2025-05-15,enfermo,roya_nivel_2
f1p2img0727,2025-05-15,saludable,saludable
f1p2img0728,2025-05-15,saludable,saludable
f1p2img0729,2025-05-15,saludable,saludable
f1p2img0730,2025-05-16,enfermo,roya_nivel_1
f1p2img0731,2025-05-16,enfermo,roya_nivel_1
f1p2img0732,2025-05-16,saludable,saludable
f1p2img0733,2025-05-16,saludable,saludable
f1p2img0734,2025-05-16,saludable,saludable
f1p2img0735,2025-05-16,saludable,saludable
f1p2img0736,2025-05-16,enfermo,roya_nivel_2
f1p2img0737,2025-05-16,enfermo,roya_nivel_2
f1p2img0738,2025-05-16,enfermo,roya_nivel_1
f1p2img0739,2025-05-16,saludable,saludable
f1p2img0740,2025-05-16,enfermo,roya_nivel_1
f1p2img0741,2025-05-16,enfermo,roya_nivel_2
f1p2img0742,2025-05-16,saludable,saludable
f1p2img0743,2025-05-16,enfermo,roya_nivel_2
f1p2img0744,2025-05-16,saludable,saludable
f1p2img0745,2025-05-16,saludable,saludable
f1p2img0746,2025-05-16,saludable,saludable
f1p2img0747,2025-05-16,saludable,saludable
f1p2img0748,2025-05-16,saludable,saludable
f1p2img0749,2025-05-16,enfermo,roya_nivel_1
f1p2img0750,2025-05-16,enfermo,roya_nivel_2
f1p2img0751,2025-05-16,saludable,saludable
f1p2img0752,2025-05-16,enfermo,roya_nivel_3
f1p2img0753,2025-05-16,saludable,saludable
f1p2img0754,2025-05-16,enfermo,roya_nivel_3
f1p2img0755,2025-05-16,saludable,saludable
f1p2img0756,2025-05-16,enfermo,roya_nivel_1
f1p2img0757,2025-05-16,saludable,saludable
f1p2img0758,2025-05-16,enfermo,roya_nivel_1
f1p2img0759,2025-05-16,enfermo,roya_nivel_1
f1p2img0760,2025-05-16,saludable,saludable
f1p2img0761,2025-05-16,enfermo,roya_nivel_1
f1p2img0762,2025-05-16,saludable,saludable
f1p2img0763,2025-05-16,enfermo,roya_nivel_2
f1p2img0764,2025-05-16,saludable,saludable
f1p2img0765,2025-05-16,enfermo,roya_nivel_2
f1p2img0766,2025-05-16,enfermo,roya_nivel_2
f1p2img0767,2025-05-16,saludable,saludable
f1p2img0768,2025-05-16,saludable,saludable
f1p2img0769,2025-05-16,saludable,saludable
f1p2img0770,2025-05-16,enfermo,roya_nivel_2
f1p2img0771,2025-05-16,enfermo,roya_nivel_2
f1p2img0772,2025-05-16,enfermo,roya_nivel_1
f1p2img0773,2025-05-16,saludable,saludable
f1p2img0774,2025-05-16,enfermo,roya_nivel_1
f1p2img0775,2025-05-16,enfermo,roya_nivel_2
f1p2img0776,2025-05-16,saludable,saludable
f1p2img0777,2025-05-17,enfermo,roya_nivel_2
f1p2img0778,2025-05-17,saludable,saludable
f1p2img0779,2025-05-17,saludable,saludable
f1p2img0780,2025-05-17,saludable,saludable
f1p2img0781,2025-05-17,saludable,saludable
f1p2img0782,2025-05-17,saludable,saludable
f1p2img0783,2025-05-17,enfermo,roya_nivel_1
f1p2img0784,2025-05-17,enfermo,roya_nivel_2
f1p2img0785,2025-05-17,saludable,saludable
f1p2img0786,2025-05-17,enfermo,roya_nivel_3
f1p2img0787,2025-05-17,saludable,saludable
f1p2img0788,2025-05-17,enfermo,roya_nivel_3
f1p2img0789,2025-05-17,saludable,saludable
f1p2img0790,2025-05-17,enfermo,roya_nivel_1
f1p2img0791,2025-05-17,saludable,saludable
f1p2img0792,2025-05-17,enfermo,roya_nivel_1
f1p2img0793,2025-05-17,enfermo,roya_nivel_1
f1p2img0794,2025-05-17,saludable,saludable
f1p2img0795,2025-05-17,enfermo,roya_nivel_1
f1p2img0796,2025-05-17,saludable,saludable
f1p2img0797,2025-05-17,enfermo,roya_nivel_2
f1p2img0798,2025-05-17,saludable,saludable
f1p2img0799,2025-05-17,enfermo,roya_nivel_2
f1p2img0800,2025-05-17,enfermo,roya_nivel_2
f1p2img0801,2025-05-17,enfermo,roya_nivel_2
f1p2img0802,2025-05-17,enfermo,roya_nivel_1
f1p2img0803,2025-05-17,saludable,saludable
f1p2img0804,2025-05-17,enfermo,roya_nivel_1
f1p2img0805,2025-05-17,enfermo,roya_nivel_2
f1p2img0806,2025-05-17,saludable,saludable
f1p2img0807,2025-05-17,enfermo,roya_nivel_2
f1p2img0808,2025-05-17,enfermo,roya_nivel_2
f1p2img0809,2025-05-17,saludable,saludable
f1p2img0810,2025-05-17,saludable,saludable
f1p2img0811,2025-05-17,enfermo,roya_nivel_1
f1p2img0812,2025-05-17,saludable,saludable
f1p2img0813,2025-05-17,enfermo,roya_nivel_1
f1p2img0814,2025-05-17,saludable,saludable
f1p2img0815,2025-05-17,saludable,saludable
f1p2img0816,2025-05-17,enfermo,roya_nivel_1
f1p2img0817,2025-05-17,enfermo,roya_nivel_1
f1p2img0818,2025-05-17,saludable,saludable
f1p2img0819,2025-05-17,saludable,saludable
f1p2img0820,2025-05-17,saludable,saludable
f1p2img0821,2025-05-17,enfermo,roya_nivel_2
f1p2img0822,2025-05-17,saludable,saludable
f1p2img0823,2025-05-17,saludable,saludable
f1p2img0824,2025-05-17,saludable,saludable
f1p2img0825,2025-05-17,enfermo,roya_nivel_1
f1p2img0826,2025-05-18,enfermo,roya_nivel_3
f1p2img0827,2025-05-18,enfermo,roya_nivel_1
f1p2img0828,2025-05-18,saludable,saludable
f1p2img0829,2025-05-18,saludable,saludable
f1p2img0830,2025-05-18,saludable,saludable
f1p2img0831,2025-05-18,saludable,saludable
f1p2img0832,2025-05-18,saludable,saludable
f1p2img0833,2025-05-18,saludable,saludable
f1p2img0834,2025-05-18,enfermo,roya_nivel_2
f1p2img0835,2025-05-18,saludable,saludable
f1p2img0836,2025-05-18,saludable,saludable
f1p2img0837,2025-05-18,saludable,saludable
f1p2img0838,2025-05-18,saludable,saludable
f1p2img0839,2025-05-18,saludable,saludable
f1p2img0840,2025-05-18,saludable,saludable
f1p2img0841,2025-05-18,saludable,saludable
f1p2img0842,2025-05-18,saludable,saludable
f1p2img0843,2025-05-18,enfermo,roya_nivel_2
f1p2img0844,2025-05-18,saludable,saludable
f1p2img0845,2025-05-18,enfermo,roya_nivel_2
f1p2img0846,2025-05-18,saludable,saludable
f1p2img0847,2025-05-18,saludable,saludable
f1p2img0848,2025-05-18,saludable,saludable
f1p2img0849,2025-05-18,enfermo,roya_nivel_1
f1p2img0850,2025-05-18,enfermo,roya_nivel_1
f1p2img0851,2025-05-18,saludable,saludable
f1p2img0852,2025-05-18,saludable,saludable
f1p2img0853,2025-05-18,saludable,saludable
f1p2img0854,2025-05-18,saludable,saludable
f1p2img0855,2025-05-18,enfermo,roya_nivel_2
f1p2img0856,2025-05-18,enfermo,roya_nivel_2
f1p2img0857,2025-05-18,enfermo,roya_nivel_1
f1p2img0858,2025-05-18,saludable,saludable
f1p2img0859,2025-05-18,enfermo,roya_nivel_1
f1p2img0860,2025-05-18,enfermo,roya_nivel_2
f1p2img0861,2025-05-18,saludable,saludable
f1p2img0862,2025-05-18,enfermo,roya_nivel_2
f1p2img0863,2025-05-18,saludable,saludable
f1p2img0864,2025-05-18,saludable,saludable
f1p2img0865,2025-05-18,saludable,saludable
f1p2img0866,2025-05-18,saludable,saludable
f1p2img0867,2025-05-18,saludable,saludable
f1p2img0868,2025-05-18,enfermo,roya_nivel_1
f1p2img0869,2025-05-18,enfermo,roya_nivel_2
f1p2img0870,2025-05-18,saludable,saludable
f1p2img0871,2025-05-18,enfermo,roya_nivel_3
f1p2img0872,2025-05-18,saludable,saludable
f1p2img0873,2025-05-18,enfermo,roya_nivel_3
f1p2img0874,2025-05-18,saludable,saludable
f1p2img0875,2025-05-19,enfermo,roya_nivel_1
f1p2img0876,2025-05-19,saludable,saludable
f1p2img0877,2025-05-19,enfermo,roya_nivel_1
f1p2img0878,2025-05-19,enfermo,roya_nivel_1
f1p2img0879,2025-05-19,saludable,saludable
f1p2img0880,2025-05-19,enfermo,roya_nivel_1
f1p2img0881,2025-05-19,saludable,saludable
f1p2img0882,2025-05-19,enfermo,roya_nivel_2
f1p2img0883,2025-05-19,saludable,saludable
f1p2img0884,2025-05-19,enfermo,roya_nivel_2
f1p2img0885,2025-05-19,enfermo,roya_nivel_2
f1p2img0886,2025-05-19,saludable,saludable
f1p2img0887,2025-05-19,saludable,saludable
f1p2img0888,2025-05-19,saludable,saludable
f1p2img0889,2025-05-19,enfermo,roya_nivel_2
f1p2img0890,2025-05-19,enfermo,roya_nivel_2
f1p2img0891,2025-05-19,enfermo,roya_nivel_1
f1p2img0892,2025-05-19,saludable,saludable
f1p2img0893,2025-05-19,enfermo,roya_nivel_1
f1p2img0894,2025-05-19,enfermo,roya_nivel_2
f1p2img0895,2025-05-19,saludable,saludable
f1p2img0896,2025-05-19,enfermo,roya_nivel_2
f1p2img0897,2025-05-19,saludable,saludable
f1p2img0898,2025-05-19,saludable,saludable
f1p2img0899,2025-05-19,saludable,saludable
f1p2img0900,2025-05-19,saludable,saludable
f1p2img0901,2025-05-19,saludable,saludable
f1p2img0902,2025-05-19,enfermo,roya_nivel_1
f1p2img0903,2025-05-19,enfermo,roya_nivel_2
f1p2img0904,2025-05-19,saludable,saludable
f1p2img0905,2025-05-19,enfermo,roya_nivel_3
f1p2img0906,2025-05-19,saludable,saludable
f1p2img0907,2025-05-19,enfermo,roya_nivel_3
f1p2img0908,2025-05-19,saludable,saludable
f1p2img0909,2025-05-19,enfermo,roya_nivel_1
f1p2img0910,2025-05-19,saludable,saludable
f1p2img0911,2025-05-19,enfermo,roya_nivel_1
f1p2img0912,2025-05-19,enfermo,roya_nivel_1
f1p2img0913,2025-05-19,saludable,saludable
f1p2img0914,2025-05-19,enfermo,roya_nivel_1
f1p2img0915,2025-05-19,saludable,saludable
f1p2img0916,2025-05-19,enfermo,roya_nivel_2
f1p2img0917,2025-05-20,saludable,saludable
f1p2img0918,2025-05-20,enfermo,roya_nivel_2
f1p2img0919,2025-05-20,enfermo,roya_nivel_2
f1p2img0920,2025-05-20,saludable,saludable
f1p2img0921,2025-05-20,enfermo,roya_nivel_2
f1p2img0922,2025-05-20,saludable,saludable
f1p2img0923,2025-05-20,saludable,saludable
f1p2img0924,2025-05-20,saludable,saludable
f1p2img0925,2025-05-20,saludable,saludable
f1p2img0926,2025-05-20,enfermo,roya_nivel_2
f1p2img0927,2025-05-20,saludable,saludable
f1p2img0928,2025-05-20,saludable,saludable
f1p2img0929,2025-05-20,saludable,saludable
f1p2img0930,2025-05-20,saludable,saludable
f1p2img0931,2025-05-20,saludable,saludable
f1p2img0932,2025-05-20,saludable,saludable
f1p2img0933,2025-05-20,saludable,saludable
f1p2img0934,2025-05-20,saludable,saludable
f1p2img0935,2025-05-20,enfermo,roya_nivel_2
f1p2img0936,2025-05-20,saludable,saludable
f1p2img0937,2025-05-20,enfermo,roya_nivel_2
f1p2img0938,2025-05-20,saludable,saludable
f1p2img0939,2025-05-20,saludable,saludable
f1p2img0940,2025-05-20,saludable,saludable
f1p2img0941,2025-05-20,enfermo,roya_nivel_1
f1p2img0942,2025-05-20,enfermo,roya_nivel_1
f1p2img0943,2025-05-20,saludable,saludable
f1p2img0944,2025-05-20,saludable,saludable
f1p2img0945,2025-05-20,saludable,saludable
f1p2img0946,2025-05-20,saludable,saludable
f1p2img0947,2025-05-20,enfermo,roya_nivel_2
f1p2img0948,2025-05-20,enfermo,roya_nivel_2
f1p2img0949,2025-05-20,enfermo,roya_nivel_1
f1p2img0950,2025-05-20,saludable,saludable
f1p2img0951,2025-05-20,enfermo,roya_nivel_1
f1p2img0952,2025-05-20,enfermo,roya_nivel_2
f1p2img0953,2025-05-20,saludable,saludable
f1p2img0954,2025-05-20,enfermo,roya_nivel_2
f1p2img0955,2025-05-20,saludable,saludable
f1p2img0956,2025-05-20,saludable,saludable
f1p2img0957,2025-05-20,saludable,saludable
f1p2img0958,2025-05-20,saludable,saludable
f1p2img0959,2025-05-20,saludable,saludable
f1p2img0960,2025-05-20,enfermo,roya_nivel_1
f1p2img0961,2025-05-20,enfermo,roya_nivel_2
f1p2img0962,2025-05-20,saludable,saludable
f1p2img0963,2025-05-20,enfermo,roya_nivel_3
f1p2img0964,2025-05-20,saludable,saludable
f1p2img0965,2025-05-20,enfermo,roya_nivel_3
f1p2img0966,2025-05-21,saludable,saludable
f1p2img0967,2025-05-21,enfermo,roya_nivel_1
f1p2img0968,2025-05-21,saludable,saludable
f1p2img0969,2025-05-21,enfermo,roya_nivel_1
f1p2img0970,2025-05-21,enfermo,roya_nivel_1
f1p2img0971,2025-05-21,saludable,saludable
f1p2img0972,2025-05-21,enfermo,roya_nivel_1
f1p2img0973,2025-05-21,saludable,saludable
f1p2img0974,2025-05-21,enfermo,roya_nivel_2
f1p2img0975,2025-05-21,saludable,saludable
f1p2img0976,2025-05-21,enfermo,roya_nivel_2
f1p2img0977,2025-05-21,enfermo,roya_nivel_2
f1p2img0978,2025-05-21,saludable,saludable
f1p2img0979,2025-05-21,saludable,saludable
f1p2img0980,2025-05-21,saludable,saludable
f1p2img0981,2025-05-21,enfermo,roya_nivel_2
f1p2img0982,2025-05-21,enfermo,roya_nivel_2
f1p2img0983,2025-05-21,enfermo,roya_nivel_1
f1p2img0984,2025-05-21,saludable,saludable
f1p2img0985,2025-05-21,enfermo,roya_nivel_1
f1p2img0986,2025-05-21,enfermo,roya_nivel_2
f1p2img0987,2025-05-21,saludable,saludable
f1p2img0988,2025-05-21,enfermo,roya_nivel_2
f1p2img0989,2025-05-21,saludable,saludable
f1p2img0990,2025-05-21,saludable,saludable
f1p2img0991,2025-05-21,saludable,saludable
f1p2img0992,2025-05-21,saludable,saludable
f1p2img0993,2025-05-21,saludable,saludable
f1p2img0994,2025-05-21,enfermo,roya_nivel_1
f1p2img0995,2025-05-21,enfermo,roya_nivel_2
f1p2img0996,2025-05-21,saludable,saludable
f1p2img0997,2025-05-21,enfermo,roya_nivel_3
f1p2img0998,2025-05-21,saludable,saludable
f1p2img0999,2025-05-21,enfermo,roya_nivel_3
f1p2img1000,2025-05-21,saludable,saludable
f1p2img1001,2025-05-21,enfermo,roya_nivel_1
f1p2img1002,2025-05-21,saludable,saludable
f1p2img1003,2025-05-21,enfermo,roya_nivel_1
f1p2img1004,2025-05-21,enfermo,roya_nivel_1
f1p2img1005,2025-05-21,saludable,saludable
f1p2img1006,2025-05-21,enfermo,roya_nivel_1
f1p2img1007,2025-05-21,saludable,saludable
f1p2img1008,2025-05-21,enfermo,roya_nivel_2
f1p2img1009,2025-05-21,saludable,saludable
f1p2img1010,2025-05-21,enfermo,roya_nivel_2
f1p2img1011,2025-05-21,enfermo,roya_nivel_2
f1p2img1012,2025-05-21,saludable,saludable
f1p2img1013,2025-05-21,enfermo,roya_nivel_1
f1p2img1014,2025-05-21,saludable,saludable
f1p2img1015,2025-05-22,enfermo,roya_nivel_1
f1p2img1016,2025-05-22,enfermo,roya_nivel_2
f1p2img1017,2025-05-22,enfermo,roya_nivel_1
f1p2img1018,2025-05-22,saludable,saludable
f1p2img1019,2025-05-22,saludable,saludable
f1p2img1020,2025-05-22,saludable,saludable
f1p2img1021,2025-05-22,saludable,saludable
f1p2img1022,2025-05-22,enfermo,roya_nivel_1
f1p2img1023,2025-05-22,enfermo,roya_nivel_2
f1p2img1024,2025-05-22,saludable,saludable
f1p2img1025,2025-05-22,enfermo,roya_nivel_2
f1p2img1026,2025-05-22,enfermo,roya_nivel_3
f1p2img1027,2025-05-22,enfermo,roya_nivel_3
